"","interval_group","count","average_value","sum_value","standard_deviation","standard_error"
"76",485088,58,0.0262160872594972,1.52053306105084,0.0328694777399348,0.00431597387199289
"77",485089,58,0.0288422546864594,1.67285077181464,0.0421441267538988,0.00553379495004244
"78",485090,59,0.0117509082869286,0.693303588928789,0.0268775474726464,0.00349915863529923
"79",485091,58,0.0322551325019267,1.87079768511175,0.0484614181278188,0.00636329594568738
"80",485092,59,0.0391649500882432,2.31073205520635,0.0678576063299067,0.00883430786985602
"81",485093,58,0.0417252193134435,2.42006272017972,0.0528887673137887,0.00694463537432149
"82",485094,59,0.0024513801190433,0.144631427023555,0.0188294079777991,0.0024513801190433
"83",485095,58,0,0,0,0
"84",485096,58,0.0264312537320476,1.53301271645876,0.0543925944249811,0.0071420975479299
"85",485097,59,0.00872046501271264,0.514507435750046,0.0446635873421453,0.0058147037965708
"86",485098,58,0,0,0,0
"87",485099,59,0,0,0,0
"88",485100,58,0.00374503468234102,0.217212011575779,0.0200002227932978,0.00262615791138765
"89",485101,59,0,0,0,0
"90",485102,58,0,0,0,0
"91",485103,58,0,0,0,0
"92",485104,59,0,0,0,0
"93",485105,58,0,0,0,0
"94",485106,59,0,0,0,0
"95",485107,58,0.00752701632466517,0.43656694683058,0.0354759630650931,0.00465822216234065
"96",485108,58,0,0,0,0
"97",485109,59,0.0230592318476185,1.36049467900949,0.0681118858360556,0.00886741224184628
"98",485110,58,0.0572923385787785,3.32295563756915,0.075647271754692,0.00993297340967865
"99",485111,59,0.0392190297806059,2.31392275705575,0.0705522892570955,0.00918512570558534
"100",485112,58,0.0316274791397007,1.83439379010264,0.0513282810275859,0.00673973348655368
"101",485113,59,0.0429839641518881,2.5360538849614,0.0652356268626811,0.00849295521840383
"102",485114,58,0.0382824918974966,2.2203845300548,0.0499028741467968,0.00655256839366356
"103",485115,58,0.0400619402214678,2.32359253284513,0.0596478688666702,0.00783214888856697
"104",485116,59,0.029194716458166,1.72248827103179,0.061735327039354,0.00803725499629851
"105",485117,58,0.033034210442741,1.91598420567898,0.0831805749560771,0.0109221445807033
"106",485118,59,0,0,0,0
"107",485119,58,0,0,0,0
"108",485120,58,0.018378257677522,1.06593894529628,0.0708807427223473,0.00930709748531917
"109",485121,59,0,0,0,0
"110",485122,58,0.0147382323901526,0.85481747862885,0.0593657098188378,0.007795099590497
"111",485123,59,0,0,0,0
"112",485124,58,0,0,0,0
"113",485125,58,0,0,0,0
"114",485126,59,0,0,0,0
"115",485127,58,0,0,0,0
"116",485128,59,0,0,0,0
"117",485129,58,0,0,0,0
"118",485130,58,0,0,0,0
"119",485131,59,-7.31743234104319e-10,-4.31728508121548e-08,5.62062643117201e-09,7.31743234104319e-10
"120",485132,58,0,0,0,0
"121",485133,59,0,0,0,0
"122",485134,58,0.068160335848287,3.95329947920065,0.099205368045445,0.0130263029985833
"123",485135,59,0.115725660017736,6.82781394104644,0.227183965854975,0.0295768331069638
"124",485136,58,0.0486944166032865,2.82427616299062,0.158696965178987,0.0208379324033164
"125",485137,59,0.0614265300379796,3.6241652722408,0.0936862735168878,0.0121969139230152
"126",485138,58,0.0758295550722926,4.39811419419297,0.0735727788602355,0.00966057914771473
"127",485139,58,0.0929130174696069,5.3889550132372,0.111109608702367,0.0145894063751474
"128",485140,59,0.0602999078144204,3.5576945610508,0.0835633046742142,0.0108790156334947
"129",485141,58,0.0514013130769942,2.98127615846566,0.0855262884201282,0.0112301518481788
"130",485142,58,0.0214772482074285,1.24568039603085,0.0817934145022629,0.0107400014897088
"131",485143,59,0,0,0,0
"132",485144,58,0.0528729230486162,3.06662953681974,0.0950842847824456,0.0124851782558009
"133",485145,59,0,0,0,0
"134",485146,58,0.0374605284916119,2.17271065251349,0.0652861958626801,0.0085724974937097
"135",485147,58,0,0,0,0
"136",485148,59,0,0,0,0
"137",485149,58,0,0,0,0
"138",485150,58,0,0,0,0
"139",485151,59,0,0,0,0
"140",485152,58,0,0,0,0
"141",485153,59,0,0,0,0
"142",485154,58,0,0,0,0
"143",485155,59,0,0,0,0
"144",485156,58,0.0348919097925671,2.02373076796889,0.0708997230816571,0.00930958972859453
"145",485157,11,0,0,0,0
