"","interval_group","count","average_value","sum_value","standard_deviation","standard_error"
"123",485135,59,0.0532394419244185,3.14112707354069,0.0461073785047994,0.00600266939572048
"124",485136,58,0.0814110417653711,4.72184042239152,0.091430842890602,0.0120054578333227
"125",485137,59,0.0347875953621251,2.05246812636538,0.0311487251104745,0.00405521860057371
"126",485138,58,0.0396814117291826,2.30152188029259,0.0446577945656388,0.00586385570379633
"127",485139,58,0.0407061472623311,2.3609565412152,0.0577301956765077,0.007580346062576
"128",485140,59,0,0,0,0
"129",485141,58,0,0,0,0
"130",485142,59,0,0,0,0
"131",485143,58,0.0121611566391328,0.7053470850697,0.0259114188885662,0.00340233598459167
"132",485144,58,0.0158839994289155,0.921271966877098,0.0372417047498161,0.00489007540431334
"133",485145,59,0.00963585038764021,0.568515172870772,0.0248939545320293,0.00324091683053105
"134",485146,58,0,0,0,0
"135",485147,58,0,0,0,0
"136",485148,59,0,0,0,0
"137",485149,58,0,0,0,0
"138",485150,59,0,0,0,0
"139",485151,58,0,0,0,0
"140",485152,58,0,0,0,0
"141",485153,59,0,0,0,0
"142",485154,58,0,0,0,0
"143",485155,59,0,0,0,0
"144",485156,58,0,0,0,0
"145",485157,11,0,0,0,0
