created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-05-28T19:46:53-04:00,33,0,0,0,0,,,,
2024-05-28T19:47:54-04:00,34,0,0,0,0,,,,
2024-05-28T19:48:55-04:00,35,0,0,0,0,,,,
2024-05-28T19:49:55-04:00,36,0,0,0,0,,,,
2024-05-28T19:50:56-04:00,37,0,0,0,0,,,,
2024-05-28T19:51:57-04:00,38,0,0,0,0,,,,
2024-05-28T19:52:57-04:00,39,3,1.1592476891746337,0.17161200376447724,0.18792943668853898,,,,
2024-05-28T19:53:58-04:00,40,9,3.477743067523901,0.3827747522537675,0.15547868244268473,,,,
2024-05-28T19:54:58-04:00,41,0,0,0,0,,,,
2024-05-28T19:56:01-04:00,42,14,5.409822549481624,0.5111315762605866,0.20777210818225428,,,,
2024-05-28T19:57:02-04:00,43,16,6.182654342264713,0.2851676196556206,0.09197239266200632,,,,
2024-05-28T19:58:04-04:00,44,0,0,0,0,,,,
2024-05-28T19:59:05-04:00,45,9,3.477743067523901,0.5370694453879046,0.09921590608792628,,,,
2024-05-28T20:00:07-04:00,46,0,0,0,0,,,,
2024-05-28T20:01:07-04:00,47,0,0,0,0,,,,
2024-05-28T20:02:08-04:00,48,0,0,0,0,,,,
2024-05-28T20:03:09-04:00,49,0,0,0,0,,,,
2024-05-28T20:04:09-04:00,50,0,0,0,0,,,,
2024-05-28T20:05:10-04:00,51,0,0,0,0,,,,
2024-05-28T20:06:11-04:00,52,0,0,0,0,,,,
2024-05-28T20:07:11-04:00,53,0,0,0,0,,,,
2024-05-28T20:08:11-04:00,54,0,0,0,0,,,,
2024-05-28T20:09:12-04:00,55,0,0,0,0,,,,
2024-05-28T20:10:13-04:00,56,0,0,0,0,,,,
2024-05-28T20:11:13-04:00,57,0,0,0,0,,,,
2024-05-28T20:12:14-04:00,58,0,0,0,0,,,,
2024-05-28T20:13:14-04:00,59,0,0,0,0,,,,
2024-05-28T20:14:15-04:00,60,14,5.409822549481624,0.21993995416194748,0.018447363959061328,,,,
2024-05-28T20:15:15-04:00,61,13,5.023406653090079,0.2386007684923473,0.047365612873877735,,,,
2024-05-28T20:16:15-04:00,62,20,7.728317927830891,0.30347797744207067,0.040409606202787815,,,,
2024-05-28T20:17:16-04:00,63,27,10.433229202571708,0.4141248941936378,0.37946231975839634,,,,
2024-05-28T20:18:17-04:00,64,34,13.138140477312525,0.4019220172430722,0.41601393346469623,,,,
2024-05-28T20:19:18-04:00,65,32,12.365308684529435,0.328663807277319,0.053570810235759214,,,,
2024-05-28T20:20:18-04:00,66,42,16.22946764844489,0.36971957619424856,0.12280590920371057,,,,
2024-05-28T20:21:19-04:00,67,20,7.728317927830891,0.2580872835307755,0.039534180653874686,,,,
2024-05-28T20:22:21-04:00,68,23,8.887565617005526,0.2889942124959574,0.07475509021873608,,,,
2024-05-28T20:23:22-04:00,69,22,8.50114972061398,0.4610367645450637,0.2703690210037015,,,,
2024-05-28T20:24:23-04:00,70,35,13.52455637370407,0.37365540647173817,0.07205510763907919,,,,
2024-05-28T20:25:24-04:00,71,31,11.97889278813789,0.37508521589252364,0.0830383557961848,,,,
2024-05-28T20:26:24-04:00,72,33,12.75172458092098,0.3642249511555868,0.0950606203632683,,,,
2024-05-28T20:27:24-04:00,73,33,12.75172458092098,0.35199780035660483,0.1229678336662051,,,,
2024-05-28T20:28:25-04:00,74,44,17.002299441227976,0.40846480267367247,0.1447710450555168,,,,
2024-05-28T20:29:25-04:00,75,27,10.433229202571708,0.4037179382224411,0.14246196412582426,,,,
2024-05-28T20:30:26-04:00,76,27,10.433229202571708,0.3993257747124354,0.3380564955159005,,,,
2024-05-28T20:31:27-04:00,77,20,7.728317927830891,0.2943192237230263,0.09637882602100667,,,,
2024-05-28T20:32:27-04:00,78,35,13.52455637370407,0.46460800969283084,0.5396713027980405,,,,
2024-05-28T20:33:27-04:00,79,38,14.683804062878707,0.4889299852984286,0.5530083865530014,,,,
2024-05-28T20:34:28-04:00,80,6,2.3184953783492674,0.26569231431394696,0.05875907569957656,,,,
2024-05-28T20:35:28-04:00,81,22,8.50114972061398,0.3565329970117953,0.10378309711252637,,,,
2024-05-28T20:36:29-04:00,82,15,5.796238445873168,0.3290845768108331,0.15162644092657537,,,,
2024-05-28T20:37:29-04:00,83,26,10.046813306180162,0.2716368842793528,0.04669827340716531,,,,
2024-05-28T20:38:30-04:00,84,25,9.660397409788617,0.4486486344623974,0.3228573894338822,,,,
2024-05-28T20:39:30-04:00,85,25,9.660397409788617,0.33202824395777386,0.2845259922183276,,,,
2024-05-28T20:40:30-04:00,86,35,13.52455637370407,0.4242631935439163,0.20234016525479726,,,,
2024-05-28T20:41:31-04:00,87,16,6.182654342264713,0.3701959780850873,0.16032439648600305,,,,
2024-05-28T20:42:32-04:00,88,24,9.273981513397072,0.31713554193823673,0.08300852325419521,,,,
2024-05-28T20:43:32-04:00,89,34,13.138140477312525,0.34167485667061953,0.09432195986057836,,,,
2024-05-28T20:44:32-04:00,90,38,14.683804062878707,0.3527143054159774,0.08629328255345717,,,,
2024-05-28T20:45:33-04:00,91,14,5.409822549481624,0.30198828969896346,0.28721352186397936,,,,
2024-05-28T20:46:33-04:00,92,40,15.456635855661798,0.33121738084736096,0.07776142772011592,,,,
2024-05-28T20:47:35-04:00,93,45,17.38871533761952,0.3916983348777134,0.05721944523404026,,,,
2024-05-28T20:48:35-04:00,94,37,14.297388166487162,0.3873616016044544,0.04407883290799418,,,,
2024-05-28T20:49:36-04:00,95,53,20.48004250875187,0.459466704108451,0.17056088658113416,,,,
2024-05-28T20:50:37-04:00,96,14,5.409822549481624,0.3656357782867196,0.11694458257499954,,,,
2024-05-28T20:51:38-04:00,97,43,16.615883544836432,0.3844175609003002,0.115640501503047,,,,
2024-05-28T20:52:39-04:00,98,43,16.615883544836432,0.3923545446056137,0.10991959310160544,,,,
2024-05-28T20:53:39-04:00,99,35,13.52455637370407,0.41726157804065017,0.1370666549546025,,,,
2024-05-28T20:54:40-04:00,100,15,5.796238445873168,0.280152037382699,0.1879019378642782,,,,
2024-05-28T20:55:42-04:00,101,3,1.1592476891746337,0.12261050230537564,0.046312727902504715,,,,
2024-05-28T20:56:42-04:00,102,6,2.3184953783492674,0.2507538486447756,0.09068613298693029,,,,
2024-05-28T20:57:44-04:00,103,34,13.138140477312525,0.4017075876890061,0.1190237057737544,,,,
2024-05-28T20:58:44-04:00,104,25,9.660397409788617,0.27698786286639876,0.05794505877759997,,,,
2024-05-28T20:59:45-04:00,105,31,11.97889278813789,0.28538441614981885,0.07567540423780277,,,,
2024-05-28T21:00:45-04:00,106,10,3.8641589639154454,0.2260539820884214,0.09055982907080733,,,,
2024-05-28T21:01:46-04:00,107,26,10.046813306180162,0.2947761322249452,0.11835816515565732,,,,
2024-05-28T21:02:46-04:00,108,16,6.182654342264713,0.44206487117803717,0.04586039839693348,,,,
2024-05-28T21:03:46-04:00,109,23,8.887565617005526,0.34651105171597446,0.08753207904217314,,,,
2024-05-28T21:04:47-04:00,110,16,6.182654342264713,0.3208808742020885,0.11726227492255933,,,,
2024-05-28T21:05:47-04:00,111,3,1.1592476891746337,0.3413627703547175,0.11169073694675491,,,,
2024-05-28T21:06:48-04:00,112,12,4.636990756698535,0.17779761889699885,0.026394762159931768,,,,
2024-05-28T21:07:48-04:00,113,6,2.3184953783492674,0.24014293801748632,0.09492644930611406,,,,
2024-05-28T21:08:49-04:00,114,0,0,0,0,,,,
2024-05-28T21:09:49-04:00,115,2,0.7728317927830891,0.1800311100338606,0.16091849023204802,,,,
2024-05-28T21:10:50-04:00,116,0,0,0,0,,,,
2024-05-28T21:11:50-04:00,117,0,0,0,0,,,,
2024-05-28T21:12:51-04:00,118,9,3.477743067523901,0.23256331983533432,0.0382167309361461,,,,
2024-05-28T21:13:51-04:00,119,30,11.592476891746344,0.2809966955464047,0.050025678880693765,,,,
2024-05-28T21:14:52-04:00,120,11,4.25057486030699,0.2995122490942262,0.07721950751241825,,,,
2024-05-28T21:15:52-04:00,121,29,11.206060995354798,0.3080579761144815,0.05656614858033203,,,,
2024-05-28T21:16:52-04:00,122,1,0.38641589639154456,0.08026559182046351,-0.07648063137957072,,,,
2024-05-28T21:17:53-04:00,123,0,0,0,0,,,,
2024-05-28T21:18:53-04:00,124,36,13.910972270095616,0.3849824264729482,0.13883071739029262,,,,
2024-05-28T21:19:54-04:00,125,25,9.660397409788617,0.3016284741808709,0.04859777707830327,,,,
2024-05-28T21:20:54-04:00,126,30,11.592476891746344,0.3113693334200243,0.055510209337751554,,,,
2024-05-28T21:21:55-04:00,127,38,14.683804062878707,0.379976008369782,0.16906215298571142,,,,
2024-05-28T21:22:55-04:00,128,10,3.8641589639154454,0.3388438817309628,0.008896990533686056,,,,
2024-05-28T21:23:56-04:00,129,8,3.0913271711323564,0.21134532500294076,0.0538163575897115,,,,
2024-05-28T21:24:56-04:00,130,6,2.3184953783492674,0.2838084817502953,0.059352906328836996,,,,
2024-05-28T21:25:57-04:00,131,27,10.433229202571708,0.3619617052934977,0.035208562625243085,,,,
2024-05-28T21:26:57-04:00,132,36,13.910972270095616,0.3834127196866175,0.1514361311303855,,,,
2024-05-28T21:27:57-04:00,133,26,10.046813306180162,0.4474280064017243,0.2962727127001731,,,,
2024-05-28T21:28:58-04:00,134,0,0,0,0,,,,
2024-05-28T21:29:58-04:00,135,0,0,0,0,,,,
2024-05-28T21:30:59-04:00,136,0,0,0,0,,,,
2024-05-28T21:31:59-04:00,137,2,0.7728317927830891,0.1441451477476856,0.10235496510553634,,,,
2024-05-28T21:33:00-04:00,138,21,8.114733824222435,0.2308843043019868,0.05646758770963183,,,,
2024-05-28T21:34:01-04:00,139,2,0.7728317927830891,0.15358183772246065,-0.037025540859683216,,,,
2024-05-28T21:35:01-04:00,140,0,0,0,0,,,,
2024-05-28T21:36:02-04:00,141,19,7.341902031439346,0.3525202982452735,0.022869123449132424,,,,
2024-05-28T21:37:02-04:00,142,29,11.206060995354798,0.3647677059010842,0.049510693008619544,,,,
2024-05-28T21:38:03-04:00,143,36,13.910972270095616,0.42320116889148923,0.20505073469415672,,,,
2024-05-28T21:39:04-04:00,144,13,5.023406653090079,0.3338637696999505,0.13347183602479695,,,,
2024-05-28T21:40:06-04:00,145,19,7.341902031439346,0.347181033793192,0.07950723336893227,,,,
2024-05-28T21:41:06-04:00,146,26,10.046813306180162,0.30176916121283415,0.08910303834383942,,,,
2024-05-28T21:42:07-04:00,147,47,18.161547130402607,0.4172428010566121,0.07971372627372954,,,,
2024-05-28T21:43:07-04:00,148,41,15.843051752053343,0.3496875239563414,0.036245242304478634,,,,
2024-05-28T21:44:07-04:00,149,36,13.910972270095616,0.4044897454631726,0.050988168229325045,,,,
2024-05-28T21:45:08-04:00,150,11,4.25057486030699,0.3289934941322226,0.09596205864262665,,,,
2024-05-28T21:46:08-04:00,151,14,5.409822549481624,0.3284503381754073,0.1260684013758355,,,,
2024-05-28T21:47:09-04:00,152,16,6.182654342264713,0.32805162370009244,0.06397324412390121,,,,
2024-05-28T21:48:09-04:00,153,28,10.819645098963253,0.3466636488178246,0.06947560424620539,,,,
2024-05-28T21:49:10-04:00,154,33,12.75172458092098,0.38636408186876586,0.08171567988721226,,,,
2024-05-28T21:50:10-04:00,155,37,14.297388166487162,0.35217751187621876,0.0621089197343063,,,,
2024-05-28T21:51:11-04:00,156,24,9.273981513397072,0.35694371616196713,0.09697083130874733,,,,
2024-05-28T21:52:11-04:00,157,33,12.75172458092098,0.34554402924040617,0.07252467592671678,,,,
2024-05-28T21:53:11-04:00,158,36,13.910972270095616,0.3464473153988054,0.07441009892817843,,,,
2024-05-28T21:54:12-04:00,159,20,7.728317927830891,0.3717774275254338,0.09051218354272236,,,,
2024-05-28T21:55:12-04:00,160,0,0,0,0,,,,
2024-05-28T21:56:13-04:00,161,0,0,0,0,,,,
2024-05-28T21:57:13-04:00,162,2,0.7728317927830891,0.13522120745562421,0.09121221105748538,,,,
2024-05-28T21:58:14-04:00,163,15,5.796238445873168,0.27280462003698125,0.11787097544387244,,,,
2024-05-28T21:59:14-04:00,164,24,9.273981513397072,0.32283288744325195,0.05618080291261792,,,,
2024-05-28T22:00:15-04:00,165,46,17.775131234011063,0.3517337492780137,0.03961287853108051,,,,
2024-05-28T22:01:15-04:00,166,16,6.182654342264713,0.28759096129790823,0.13223768832945476,,,,
2024-05-28T22:02:16-04:00,167,28,10.819645098963253,0.36177326387288794,0.07799493478644295,,,,
2024-05-28T22:03:16-04:00,168,34,13.138140477312525,0.370535281631562,0.0938067571551162,,,,
2024-05-28T22:04:16-04:00,169,19,7.341902031439346,0.3094427617563501,0.1856588803939443,,,,
2024-05-28T22:05:17-04:00,170,35,13.52455637370407,0.37976591622177736,0.12938489466724887,,,,
2024-05-28T22:06:17-04:00,171,20,7.728317927830891,0.3558283979251895,0.05867276548484353,,,,
2024-05-28T22:07:18-04:00,172,26,10.046813306180162,0.4287347539055399,0.08935911507800182,,,,
2024-05-28T22:08:18-04:00,173,35,13.52455637370407,0.3747157492757518,0.09393961597760372,,,,
2024-05-28T22:09:19-04:00,174,9,3.477743067523901,0.20500238399987375,0.1306242213535711,,,,
2024-05-28T22:10:19-04:00,175,42,16.22946764844489,0.3963434276528966,0.06189358069503052,,,,
2024-05-28T22:11:20-04:00,176,39,15.070219959270252,0.397567644294828,0.062664486581507,,,,
2024-05-28T22:12:20-04:00,177,42,16.22946764844489,0.3923844812054085,0.09066879728811837,,,,
2024-05-28T22:13:21-04:00,178,2,0.7728317927830891,0.12614256936634063,0.06247399485637398,,,,
2024-05-28T22:14:21-04:00,179,0,0,0,0,,,,
2024-05-28T22:15:22-04:00,180,0,0,0,0,,,,
2024-05-28T22:16:22-04:00,181,10,3.8641589639154454,0.1724417901705994,0.018853563340223697,,,,
2024-05-28T22:17:23-04:00,182,15,5.796238445873168,0.24914290355661073,0.07685280274114348,,,,
2024-05-28T22:18:23-04:00,183,19,7.341902031439346,0.2734188644003298,0.04802754555512474,,,,
2024-05-28T22:19:25-04:00,184,43,16.615883544836432,0.3673267328572892,0.08687626161389839,,,,
2024-05-28T22:20:26-04:00,185,27,10.433229202571708,0.38568061073846316,0.08496517372111159,,,,
2024-05-28T22:21:26-04:00,186,35,13.52455637370407,0.3883460623047955,0.06392600920093443,,,,
2024-05-28T22:22:27-04:00,187,43,16.615883544836432,0.3728176430168365,0.07663009323473108,,,,
2024-05-28T22:23:27-04:00,188,15,5.796238445873168,0.2841005661264259,0.0941391857622361,,,,
2024-05-28T22:24:28-04:00,189,16,6.182654342264713,0.2755907468491122,0.07400186725067531,,,,
2024-05-28T22:25:28-04:00,190,27,10.433229202571708,0.2971569833995986,0.06147132508526653,,,,
2024-05-28T22:26:29-04:00,191,18,6.955486135047802,0.2749437323581064,0.03385799164988782,,,,
2024-05-28T22:27:30-04:00,192,8,3.0913271711323564,0.24256498876016624,0.06802858332606751,,,,
2024-05-28T22:28:30-04:00,193,0,0,0,0,,,,
2024-05-28T22:29:31-04:00,194,25,9.660397409788617,0.2756291579551256,0.08110133249718043,,,,
2024-05-28T22:30:32-04:00,195,27,10.433229202571708,0.29767590669239935,0.07885373783288244,,,,
2024-05-28T22:31:33-04:00,196,34,13.138140477312525,0.34381997676967185,0.07890919257135529,,,,
2024-05-28T22:32:33-04:00,197,15,5.796238445873168,0.2698626302994169,0.10123430866794315,,,,
2024-05-28T22:33:34-04:00,198,11,4.25057486030699,0.24798972902176175,0.11485199241897023,,,,
2024-05-28T22:34:34-04:00,199,30,11.592476891746344,0.2865157316743047,0.048049763728487016,,,,
2024-05-28T22:35:35-04:00,200,36,13.910972270095616,0.38815938656858046,0.1011829210915881,,,,
2024-05-28T22:36:36-04:00,201,16,6.182654342264713,0.23975757862321984,0.0645922100530506,,,,
2024-05-28T22:37:36-04:00,202,21,8.114733824222435,0.3093223165644521,0.07504306482745048,,,,
2024-05-28T22:38:37-04:00,203,0,0,0,0,,,,
2024-05-28T22:39:37-04:00,204,0,0,0,0,,,,
2024-05-28T22:40:38-04:00,205,0,0,0,0,,,,
2024-05-28T22:41:39-04:00,206,3,1.1592476891746337,0.12032060446880745,0.029458641251325402,,,,
2024-05-28T22:42:40-04:00,207,5,1.9320794819577227,0.11684999106502203,0.01460107728938725,,,,
2024-05-28T22:43:41-04:00,208,0,0,0,0,,,,
2024-05-28T22:44:42-04:00,209,0,0,0,0,,,,
2024-05-28T22:45:42-04:00,210,0,0,0,0,,,,
2024-05-28T22:46:43-04:00,211,0,0,0,0,,,,
2024-05-28T22:47:43-04:00,212,18,6.955486135047802,0.36720691576001463,0.05557888665778285,,,,
2024-05-28T22:48:43-04:00,213,8,3.0913271711323564,0.3429663323401927,0.04291000986662341,,,,
2024-05-28T22:49:44-04:00,214,0,0,0,0,,,,
2024-05-28T22:50:45-04:00,215,0,0,0,0,,,,
2024-05-28T22:51:45-04:00,216,0,0,0,0,,,,
2024-05-28T22:52:46-04:00,217,16,6.182654342264713,0.24125505936824168,0.06771451256544392,,,,
2024-05-28T22:53:47-04:00,218,33,12.75172458092098,0.35348007125852504,0.05653154381360587,,,,
2024-05-28T22:54:48-04:00,219,36,13.910972270095616,0.3279819999789673,0.02749745977756004,,,,
2024-05-28T22:55:48-04:00,220,11,4.25057486030699,0.30567308526945675,0.09437061344382223,,,,
2024-05-28T22:56:49-04:00,221,36,13.910972270095616,0.35204551648406107,0.09360947955122577,,,,
2024-05-28T22:57:49-04:00,222,48,18.54796302679415,0.4012449167010504,0.0637042265815758,,,,
2024-05-28T22:58:50-04:00,223,30,11.592476891746344,0.3236845284476403,0.05995510865873415,,,,
2024-05-28T22:59:50-04:00,224,50,19.320794819577237,0.365068725503316,0.04144371425539018,,,,
2024-05-28T23:00:51-04:00,225,7,2.704911274740812,0.26919822704502205,0.05901886528707207,,,,
2024-05-28T23:01:52-04:00,226,0,0,0,0,,,,
2024-05-28T23:02:52-04:00,227,0,0,0,0,,,,
2024-05-28T23:03:53-04:00,228,3,1.1592476891746337,0.28541419384809696,0.1597807418931054,,,,
2024-05-28T23:04:54-04:00,229,3,1.1592476891746337,0.23213751022141457,0.14423062005085424,,,,
2024-05-28T23:05:55-04:00,230,37,14.297388166487162,0.3638191418023813,0.05315234609316715,,,,
2024-05-28T23:06:56-04:00,231,41,15.843051752053343,0.3554425067822219,0.07308746626242382,,,,
2024-05-28T23:07:57-04:00,232,23,8.887565617005526,0.33019442530532844,0.05824509037375582,,,,
2024-05-28T23:08:57-04:00,233,39,15.070219959270252,0.4241016894209024,0.11753694681915612,,,,
2024-05-28T23:09:58-04:00,234,32,12.365308684529435,0.3086627089828261,0.0495614044374511,,,,
2024-05-28T23:10:58-04:00,235,30,11.592476891746344,0.3008954039555792,0.06746085223756043,,,,
2024-05-28T23:11:59-04:00,236,39,15.070219959270252,0.32329599276776083,0.05027613880071375,,,,
2024-05-28T23:12:59-04:00,237,51,19.70721071596878,0.39742797758623755,0.07659479213634247,,,,
2024-05-28T23:13:59-04:00,238,43,16.615883544836432,0.3644243202347197,0.06945514155883752,,,,
2024-05-28T23:15:00-04:00,239,41,15.843051752053343,0.3805616217901494,0.08147874519702139,,,,
2024-05-28T23:16:00-04:00,240,41,15.843051752053343,0.3387934307043039,0.08851223103611913,,,,
2024-05-28T23:17:01-04:00,241,38,14.683804062878707,0.3464979500497015,0.06284018281024607,,,,
2024-05-28T23:18:02-04:00,242,28,10.819645098963253,0.31195974049814135,0.06790686288388212,,,,
2024-05-28T23:19:02-04:00,243,34,13.138140477312525,0.30608041105673645,0.031961347375772976,,,,
2024-05-28T23:20:03-04:00,244,44,17.002299441227976,0.34164597172786254,0.05228451584210399,,,,
2024-05-28T23:21:03-04:00,245,44,17.002299441227976,0.37823885786066797,0.07915687801373127,,,,
2024-05-28T23:22:04-04:00,246,33,12.75172458092098,0.32929566950479217,0.0721078724748536,,,,
2024-05-28T23:23:05-04:00,247,8,3.0913271711323564,0.2850094907155566,0.04069786488619704,,,,
2024-05-28T23:24:07-04:00,248,14,5.409822549481624,0.20270633059938742,0.05542803005940285,,,,
2024-05-28T23:25:07-04:00,249,0,0,0,0,,,,
2024-05-28T23:26:08-04:00,250,0,0,0,0,,,,
2024-05-28T23:27:08-04:00,251,0,0,0,0,,,,
2024-05-28T23:28:09-04:00,252,0,0,0,0,,,,
2024-05-28T23:29:09-04:00,253,0,0,0,0,,,,
2024-05-28T23:30:10-04:00,254,0,0,0,0,,,,
2024-05-28T23:31:10-04:00,255,0,0,0,0,,,,
2024-05-28T23:32:11-04:00,256,22,8.50114972061398,0.3101412203663536,0.06220844992234838,,,,
2024-05-28T23:33:11-04:00,257,15,5.796238445873168,0.2503606210473174,0.03708358771136817,,,,
2024-05-28T23:34:12-04:00,258,35,13.52455637370407,0.2903361913939868,0.03158121990537547,,,,
2024-05-28T23:35:12-04:00,259,26,10.046813306180162,0.31431875902964107,0.05637329774436466,,,,
2024-05-28T23:36:14-04:00,260,21,8.114733824222435,0.3063198035674447,0.04883769419183948,,,,
2024-05-28T23:37:14-04:00,261,11,4.25057486030699,0.3068387241558735,0.12157975256459029,,,,
2024-05-28T23:38:15-04:00,262,44,17.002299441227976,0.35849196865963767,0.03806409564862966,,,,
2024-05-28T23:39:15-04:00,263,15,5.796238445873168,0.341552915713694,0.07915741702121856,,,,
2024-05-28T23:40:16-04:00,264,5,1.9320794819577227,0.20000838601038734,0.0748007995661252,,,,
2024-05-28T23:41:17-04:00,265,31,11.97889278813789,0.31262248856862646,0.04975932267119477,,,,
2024-05-28T23:42:17-04:00,266,32,12.365308684529435,0.33849813775162874,0.06560861390433709,,,,
2024-05-28T23:43:18-04:00,267,45,17.38871533761952,0.34654887872499207,0.038922080141621046,,,,
2024-05-28T23:44:18-04:00,268,26,10.046813306180162,0.3712981656610432,0.06037294488309268,,,,
2024-05-28T23:45:19-04:00,269,0,0,0,0,,,,
2024-05-28T23:46:19-04:00,270,0,0,0,0,,,,
2024-05-28T23:47:20-04:00,271,0,0,0,0,,,,
2024-05-28T23:48:20-04:00,272,0,0,0,0,,,,
2024-05-28T23:49:22-04:00,273,0,0,0,0,,,,
2024-05-28T23:50:22-04:00,274,9,3.477743067523901,0.2543934727511969,0.1494780913773588,,,,
2024-05-28T23:51:22-04:00,275,28,10.819645098963253,0.3142707266207534,0.034007894597069335,,,,
2024-05-28T23:52:23-04:00,276,24,9.273981513397072,0.23249827843339385,0.03221078030042097,,,,
2024-05-28T23:53:24-04:00,277,37,14.297388166487162,0.2888842797641437,0.036414483212752674,,,,
2024-05-28T23:54:26-04:00,278,15,5.796238445873168,0.2483949147474812,0.04111634002144523,,,,
2024-05-28T23:55:26-04:00,279,37,14.297388166487162,0.3374513816457327,0.06322405118865641,,,,
2024-05-28T23:56:27-04:00,280,0,0,0,0,,,,
2024-05-28T23:57:27-04:00,281,11,4.25057486030699,0.17930556842073955,0.032850905434265075,,,,
2024-05-28T23:58:28-04:00,282,31,11.97889278813789,0.382382700275523,0.12612067999000898,,,,
2024-05-28T23:59:28-04:00,283,41,15.843051752053343,0.34915992837857834,0.027663190159494432,,,,
2024-05-29T00:00:29-04:00,284,44,17.002299441227976,0.3392019724112653,0.025514768512794175,,,,
2024-05-29T00:01:29-04:00,285,46,17.775131234011063,0.3757508761222098,0.04327083328525306,,,,
2024-05-29T00:02:29-04:00,286,14,5.409822549481624,0.24564342718323814,0.11712077188346491,,,,
2024-05-29T00:03:30-04:00,287,43,16.615883544836432,0.35761317605010684,0.030752013576205307,,,,
2024-05-29T00:04:32-04:00,288,30,11.592476891746344,0.315194566652197,0.04394752290756353,,,,
2024-05-29T00:05:32-04:00,289,27,10.433229202571708,0.3327628476621218,0.23836862381802962,,,,
2024-05-29T00:06:34-04:00,290,35,13.52455637370407,0.3166306121992904,0.06619250014303578,,,,
2024-05-29T00:07:36-04:00,291,33,12.75172458092098,0.30096186934751,0.0740134067040008,,,,
2024-05-29T00:08:36-04:00,292,35,13.52455637370407,0.32940597807039385,0.08273508293067208,,,,
2024-05-29T00:09:37-04:00,293,2,0.7728317927830891,0.09429965959369255,-0.021453722470578807,,,,
2024-05-29T00:10:37-04:00,294,0,0,0,0,,,,
2024-05-29T00:11:38-04:00,295,0,0,0,0,,,,
2024-05-29T00:12:39-04:00,296,0,0,0,0,,,,
2024-05-29T00:13:40-04:00,297,2,0.7728317927830891,0.23830153004791332,0.2912598573982965,,,,
2024-05-29T00:14:41-04:00,298,13,5.023406653090079,0.17726897632344335,0.0034338329340349518,,,,
2024-05-29T00:15:41-04:00,299,7,2.704911274740812,0.14716338517664057,0.024418641677404644,,,,
2024-05-29T00:16:42-04:00,300,6,2.3184953783492674,0.15832905056141222,0.058775870869413584,,,,
2024-05-29T00:17:42-04:00,301,22,8.50114972061398,0.34025887156485296,0.03771253819894577,,,,
2024-05-29T00:18:43-04:00,302,12,4.636990756698535,0.29391798974012545,0.13094295585404983,,,,
2024-05-29T00:19:43-04:00,303,0,0,0,0,,,,
2024-05-29T00:20:43-04:00,304,7,2.704911274740812,0.11295046152731922,0.027174114759046304,,,,
