"","interval_group","count","average_value","sum_value","standard_deviation","standard_error"
"135",485147,58,0,0,0,0
"136",485148,59,0,0,0,0
"137",485149,58,0,0,0,0
"138",485150,58,0,0,0,0
"139",485151,59,0,0,0,0
"140",485152,58,0,0,0,0
"141",485153,59,0,0,0,0
"142",485154,58,0,0,0,0
"143",485155,59,0,0,0,0
"144",485156,58,8.32758620689655,483,17.1774923430107,2.25551524503594
"145",485157,11,0,0,0,0
