,interval_group,count,average_value,sum_value,standard_deviation,standard_error,,,,
34,485043,58,0.164250921,9.526553437,0.113865338,0.014951251,,,,
35,485044,59,0.196788681,11.6105322,0.129185028,0.016818458,,,,
36,485045,58,0.185251683,10.74459761,0.122212464,0.016047283,,,,
37,485046,59,0.090592269,5.34494389,0.130269082,0.01695959,,,,
38,485047,58,0.082976884,4.812659267,0.126895311,0.016662171,,,,
39,485048,59,0,0,0,0,,,,
40,485049,58,0,0,0,0,,,,
41,485050,59,0,0,0,0,,,,
42,485051,58,0,0,0,0,,,,
43,485052,19,0,0,0,0,,,,
44,485056,23,0,0,0,0,,,,
45,485057,59,0,0,0,0,,,,
46,485058,58,0.007118818,0.412891444,0.054213947,0.00711864,,,,
47,485059,59,0,0,0,0,,,,
48,485060,58,0.014012097,0.81270163,0.048060171,0.00631061,,,,
49,485061,59,0.176870046,10.43533269,0.111379358,0.014500357,,,,
50,485062,58,0.166205027,9.639891547,0.12940608,0.016991851,,,,
51,485063,58,0.181076225,10.50242107,0.131607715,0.01728094,,,,
52,485064,59,0,0,0,0,,,,
53,485065,58,0.158232605,9.177491095,0.137049824,0.017995523,,,,
54,485066,59,0.198527338,11.71311296,0.111048922,0.014457338,,,,
55,485067,58,0.21166098,12.27633684,0.100353184,0.013177019,,,,
56,485068,59,0.167247249,9.867587676,0.12890381,0.016781847,,,,
57,485069,58,0.035188132,2.040911684,0.083253774,0.010931756,,,,
58,485070,59,0.173903511,10.26030715,0.1065474,0.01387129,,,,
59,485071,58,0.065856845,3.819697026,0.108966078,0.014307947,,,,
60,485072,59,0,0,0,0,,,,
61,485073,58,0,0,0,0,,,,
62,485074,58,0,0,0,0,,,,
63,485075,59,0,0,0,0,,,,
64,485076,58,0,0,0,0,,,,
65,485077,59,0,0,0,0,,,,
66,485078,58,0,0,0,0,,,,
67,485079,59,0,0,0,0,,,,
68,485080,58,0,0,0,0,,,,
69,485081,59,0,0,0,0,,,,
70,485082,52,0,0,0,0,,,,
71,485083,59,0,0,0,0,,,,
72,485084,58,0,0,0,0,,,,
73,485085,59,0.146061131,8.617606705,0.102983797,0.013407348,,,,
74,485086,58,0.169785902,9.847582316,0.109645961,0.01439722,,,,
75,485087,59,0.104216395,6.148767334,0.109986638,0.014319041,,,,
76,485088,58,0.190455102,11.04639594,0.087107006,0.01143771,,,,
77,485089,58,0.197927224,11.47977898,0.099161329,0.01302052,,,,
78,485090,59,0.194859865,11.49673201,0.110260619,0.01435471,,,,
79,485091,58,0.038027075,2.205570342,0.090676264,0.011906377,,,,
80,485092,58,0.191971049,11.13432084,0.108479494,0.014244055,,,,
81,485093,59,0.21201103,12.5086508,0.08797052,0.011452786,,,,
82,485094,58,0.183831589,10.66223219,0.106739584,0.014015594,,,,
83,485095,59,0.141187919,8.330087234,0.108896348,0.014177097,,,,
84,485096,58,0,0,0,0,,,,
85,485097,59,0,0,0,0,,,,
86,485098,58,0,0,0,0,,,,
87,485099,59,0,0,0,0,,,,
88,485100,58,0,0,0,0,,,,
89,485101,59,0,0,0,0,,,,
90,485102,58,0,0,0,0,,,,
91,485103,58,0,0,0,0,,,,
92,485104,59,0,0,0,0,,,,
93,485105,58,0,0,0,0,,,,
94,485106,59,0,0,0,0,,,,
95,485107,58,0,0,0,0,,,,
96,485108,58,0,0,0,0,,,,
97,485109,59,0.071732951,4.232244087,0.107658763,0.014015977,,,,
98,485110,58,0.228249071,13.23844612,0.089837576,0.011796252,,,,
99,485111,59,0.247679929,14.61311582,0.066885096,0.008707698,,,,
100,485112,58,0.23007561,13.34438537,0.073003796,0.009585868,,,,
101,485113,59,0.193617212,11.42341554,0.119600729,0.015570689,,,,
102,485114,58,0.256551316,14.87997632,0.09356118,0.012285185,,,,
103,485115,58,0.127692101,7.406141877,0.137292011,0.018027324,,,,
104,485116,59,0,0,0,0,,,,
105,485117,58,0.226051434,13.1109832,0.101182121,0.013285863,,,,
106,485118,59,0.250440544,14.77599208,0.100255993,0.013052219,,,,
107,485119,58,0.179572078,10.41518054,0.116726957,0.015327,,,,
108,485120,58,0.033790878,1.959870903,0.086609293,0.011372357,,,,
109,485121,59,0,0,0,0,,,,
110,485122,58,0,0,0,0,,,,
111,485123,59,0,0,0,0,,,,
112,485124,58,0,0,0,0,,,,
113,485125,58,0,0,0,0,,,,
114,485126,59,0,0,0,0,,,,
115,485127,58,0,0,0,0,,,,
116,485128,59,0,0,0,0,,,,
117,485129,58,0,0,0,0,,,,
118,485130,58,0,0,0,0,,,,
119,485131,59,0,0,0,0,,,,
120,485132,58,0,0,0,0,,,,
121,485133,59,0,0,0,0,,,,
122,485134,58,0.140459586,8.146655979,0.108662464,0.01426808,,,,
123,485135,59,0.195264755,11.52062052,0.083241123,0.010837071,,,,
124,485136,58,0.20593896,11.94445969,0.082540836,0.010838143,,,,
125,485137,58,0.242268619,14.05157988,0.107369871,0.014098355,,,,
126,485138,59,0.096371875,5.685940633,0.136206705,0.017732603,,,,
127,485139,58,0,0,0,0,,,,
128,485140,59,0.186189019,10.98515213,0.120886305,0.015738056,,,,
129,485141,58,0.193852755,11.24345978,0.142492147,0.018710135,,,,
130,485142,58,0.250353626,14.52051029,0.090544781,0.011889112,,,,
131,485143,59,0.141519367,8.349642668,0.124269694,0.016178536,,,,
132,485144,58,0.176555001,10.24019004,0.118278691,0.015530753,,,,
133,485145,59,0,0,0,0,,,,
134,485146,58,0,0,0,0,,,,
135,485147,58,0,0,0,0,,,,
136,485148,59,0,0,0,0,,,,
137,485149,58,0,0,0,0,,,,
138,485150,58,0,0,0,0,,,,
139,485151,59,0,0,0,0,,,,
140,485152,58,0,0,0,0,,,,
141,485153,59,0,0,0,0,,,,
142,485154,58,0,0,0,0,,,,
143,485155,59,0,0,0,0,,,,
144,485156,58,0,0,0,0,,,,
145,485157,11,0,0,0,0,,,,
